show_id,platform,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s242,amazon,TV Show,UFO Files,,"Burton Richardson, Stanton Friedman",,,2004,TV-PG,1 Season,"Horror, Suspense","UFO Files delves into the phenomena of unidentified flying and submerged objects, close encounters with alleged extraterrestrial life, and alleged military and government cover-up conspiracies."
s243,amazon,TV Show,Uchimura Summers,,"Teruyoshi UCHIMURA, Masakazu MIMURA, Kazuki OTAKE",,,2018,TV-NR,1 Season,"Arts, Entertainment, and Culture","Teruyoshi Uchimura and Summers feature their guest as MCs to present a haphazard and improvised “clamorous, happy-go-lucky variety show.”"
s248,amazon,TV Show,TuTu Town,,,,,2014,TV-Y,1 Season,"Animation, International, Kids",Join Andy and his friends as they experience life in TuTu Town! Fun and exciting adventures await the viewer as the characters explore themes of friendship and civic mindedness.
s249,amazon,TV Show,Turquoise Fever,,Otteson Family,,,2019,TV-G,1 Season,"Action, Drama","Turquoise Fever follows the Otteson family of Tonopah, Nevada, as they mine for turquoise in the unforgiving Great Basin Desert. They risk blistering heat, dangerous explosions, and treacherous slopes in their quest to unearth the elusive blue stone."
s252,amazon,TV Show,Tumble Leaf,,"Christopher Downs, Brooke Wolloff, Zac McDowell, Skyler Brigmann, Addie Zintel, Alex Trugman, John Taylor, Jodi Downs, Alan Franzenburg, Emily Downs",United States,,2019,ALL,6 Seasons,Kids,"Tumble Leaf is a series aimed at preschoolers, set in a whimsical land where a small blue fox named Fig plays each day and discovers adventure, friendship and love around every bend in the path. Children will be enriched by narratives that promote play, the fun of learning and understanding the world around them."
s254,amazon,TV Show,Tudor Monastery Farm,,"Peter Ginn, Ruth Goodman, Tom Pinfold, Geraldine James",,,2013,7+,1 Season,Documentary,"Archaeologist Peter Ginn and historian Ruth Goodman, who is also a leading specialist in Tudor domestic life, return to front this six-part series, joined this time by archaeologist Tom Pinfold. The team turns the clock back to the year 1500 to take on the role of the lay-folk who did the bulk of the farming and crafting within monastic lands."
s256,amazon,TV Show,Truth Seekers,,"Nick Frost, Malcolm McDowell, Samson Kayo, Susan Wokoma, Emma D'Arcy, Simon Pegg","United Kingdom, United States",,2020,16+,1 Season,Comedy,"Broadband installer by day, paranormal investigator by night, Gus is annoyed to be partnered with “noob” Elton, but comes to appreciate having someone along for the ride as they uncover a spike in supernatural activity. They’re soon joined by Astrid, who has ghost problems of her own, and the gang embark upon creating a ghost-hunting YouTube channel, uncovering a terrifying conspiracy as they go."
s261,amazon,TV Show,Troy the Train,,,,,2019,ALL,2 Seasons,"Animation, Kids","Troy the train is the fastest and smartest train in Train Town! He can transform himself in any vehicles with the help of his friend, Teddy ! Every day, Troy the train meets new friends, who follow him in wonderful adventures."
s266,amazon,TV Show,Travels by Narrowboat,,Kevin Shelley,,,2020,18+,6 Seasons,"Documentary, Special Interest","Season 6 kicks off at Sawley, where Kevin & Aslan arrived at the end of Season 5. With the weather forecast promising an unseasonably fine winter for the following 2 weeks, Kevin must decide if he is to head north or south - ultimately choosing to 'hibernate' through the cold months, in an area he is familiar with and remembers as comforting, safe and homely."
s267,amazon,TV Show,Travel with Kids,,"Nathan Simmons, Seamus Simmons",,,2015,ALL,2 Seasons,"Kids, Special Interest","Travel With Kids adventure continues from Bora Bora to Botswana. Learn history and culture in California and China. Swim with whale sharks in Mexico, explore the jungles of Belize and get castaway on Fiji. Enjoy Hawaii head out on safari in South Africa. Travel With Kids brings you educational and trip planning, or just trip dreaming fun for the family!"
s268,amazon,TV Show,Trapped [English Subtitled],,,,,2019,TV-14,2 Seasons,TV Shows,"When a man immolates himself and a government Minister outside Parliament in Reykjavik, Police chief Andri Ólafsson is in charge of the case. This takes him back to the town he left behind, where darker secrets than he knew lurk in the mountains and valleys around the fjord. Then the brutal murder of the foreman at a geothermal power plant raises questions."
s270,amazon,TV Show,Transparent,,"Trace Lisette, Missi Pyle, Tig Notaro, Jay Duplass, Jerry Adler, Gaby Hoffmann, Judith Light, Richard Kind, Michaela Watkins, Erik Liberman, Jo Lambert, Alia Shawkat, Cherry Jones, Rob Huebel, Melora Hardin, Leslie Margherita, Bradley Whitford, Rainn Wilson, Jenny O'Hara, Kathryn Hahn, Amy Landecker",United States,,2019,18+,5 Seasons,"Comedy, Drama, LGBTQ","THE TRANSPARENT MUSICALE FINALE takes the beloved Emmy and Golden Globe award-winning series TRANSPARENT to new heights as a dazzling two-hour movie musical fantasia. When the Pfeffermans face a life-changing loss, they begin a journey hilarious and melancholy, brazen and bold. As they face this new transition, they confront grief and come together to celebrate connection, joy, and transformation."
s273,amazon,TV Show,Trail of Tears,,various,,,2008,13+,1 Season,"Documentary, Special Interest","Native Americans have experienced a history full of oppression and racism. Since the period when Native tribes were found on this continent at the time of its discovery, the British and American governments disregarded Native Americans as the owners of the territory they occupied and used aggressive force to take their lands and destroy their people."
s279,amazon,TV Show,Tougher In Alaska,,Geo Beach,,,2008,TV-PG,1 Season,TV Shows,"Everything is Tougher In Alaska. From earning a living to burying the dead, everyday life is shaped by unimaginably severe weather, impassable terrain and mind-bendingly vast distances."
s282,amazon,TV Show,Totally Spies!,,"Jennifer Hale, Andrea Baker, Katie Griffin, Adrian Truss",,,2014,TV-Y7,6 Seasons,Kids,"Join Sam, Alex and Clover, high school best friends, as they accidentally find their way into their secret lives of being undercover spies for WOOHP, who fight and foil the devious plans of the world's strangest and the most outrageous supervillains. Each episode gives us a sneak peek into their lives and serves as a reminder that some super spies have high school woes and homework!"
s283,amazon,TV Show,Total Wipeout,,"Richard Hammond, Amanda Byram",,,2012,ALL,6 Seasons,"Comedy, Documentary, Unscripted",Join Richard Hammond and Amanda Byram for a cup of cocoa by the fire and to watch 20 brave and chilly Brits take on brand spanking new Winter Wipeout. All the things you know and love about Total Wipeout with a new course of HUGE obstacles in a snowy winter wonderland setting.
s286,amazon,TV Show,Toradora!,,"Rie Kugimiya, Junji Majima",,,2009,TV-14,1 Season,"Animation, Anime, Drama","Toradora! tells the tale of Ryuji (dragon) and Taiga (tiger) helping each other confess to their crushes. From the classroom, to the pool, to a summer vacation house and even the school's culture festival... will Ryuji and Taiga be able to help one another conquer their emotions, or will a new bond be formed in the chaotic war of love?"
s288,amazon,TV Show,Top Gear's Top 41,,Richard Hammond,,,2013,TV-PG,1 Season,Documentary,"Jeremy Clarkson, Richard Hammond, James May and occasionally The Stig, have created some of the most memorable moments on TV in the past 10 years. Top Gear's Top 41 will take you on a journey through their favorite moments from the past 19 seasons, including the very best of the races, the challenges, the road-trips, and the often slightly ridiculous stunts."
s289,amazon,TV Show,Top Gear: The Perfect Road Trip Italy,,"Richard Hammond, Jeremy Clarkson",,,2015,TV-PG,1 Season,Documentary,"Once again, Clarkson and Hammond are seeking joy and perfection with a range of fast, beautiful and exciting cars unleashed on glorious roads amongst gorgeous scenery and drenched in Mediterranean sunshine. As part of their arduous research into perfection, the duo will also undertake some ridiculous challenges and hilarious stunts culminating in a car race on the island of Capri."
s290,amazon,TV Show,Top Gear: The Perfect Road Trip,,"Jeremy Clarkson, Richard Hammond",,,2013,TV-PG,1 Season,Unscripted,"Seven days, more than 1,000 miles, 20 cars, two boats, a motorbike and one dream...it all adds up to the perfect road trip for Top Gear stars Jeremy Clarkson and Richard Hammond. Their aim is to select the ideal mode of transport for each leg of a pilgrimage from Venice, Italy to Pau in France. Then they turn up the heat with a race... and the worst forfeit in Top Gear television history!"
s291,amazon,TV Show,Top Gear: From A-Z,,"Richard Hammond, James May, Jeremy Clarkson",,,2015,TV-14,1 Season,TV Shows,"From A-Z incorporates a wealth of footage and incredible facts from the past 13 years of Top Gear. Viewers get to see the greatest moments from the past 22 seasons, including behind the scenes of incredible builds, eventful trips abroad, exhilarating races, outrageous challenges, and the many famous faces who have graced the Dunsfold track."
s292,amazon,TV Show,Top Gear: Ambitious But Rubbish,,Richard Hammond,,,2014,TV-PG,1 Season,Documentary,"This compilation show presented by Richard Hammond takes a look back at Top Gear's most famous creations from the past 21 seasons. Relive many of the greatest and boldest endeavors in all their splendor, including the Train-Cars, James' Caravan Airship, the Hammerhead Eagle-i Thrust and the Hovervan."
s293,amazon,TV Show,Top Gear America (2017),,"William Fichtner, Tom Ford, Antron Brown",,,2017,TV-14,1 Season,Special Interest,"Actor William Fichtner, Top Fuel Champ Antron Brown and journalist Tom ""Wookie"" Ford host an all-new Top Gear America. Each week will feature a different celebrity competing on the new Top Gear America studio and track in Las Vegas. Of course, the one and only Stig, Top Gear's mysterious test driver, will be leaving everyone in his petrol-hazed wake."
s294,amazon,TV Show,Too Old to Die Young,,"Babs Olusanmokun, Augusto Aguilera, John Hawkes, Jena Malone, Hart Bochner, Nell Tiger Free, Celestino Cornielle, Billy Baldwin, Miles Teller",United States,,2019,18+,1 Season,TV Shows,"In one tragic night, Los Angeles County Sheriff's Deputy Martin Jones's life is blown apart, and he is forced into a deadly underground of Cartel soldiers, Yakuza assassins, and mysterious vigilantes. Soon he finds himself lost on a surreal odyssey of murder, mysticism and vengeance, as his past sins close in on him."
s298,amazon,TV Show,Tommy Little: Self-Diagnosed Genius,,Tommy Little,,,2020,16+,1 Season,"Arts, Entertainment, and Culture","Idiot or genius? For many the jury has been out on Tommy Little, but he’s here to set the record straight. Would an idiot bungee jump nude on live TV? Or sign up to run and Antarctic marathon with no previous experience or training? We rest our case. Tommy has refined the art of how not to live – see how truly entertaining that can be, with one of the year’s most raucous hours of stand-up."
s299,amazon,TV Show,Tom's Paint Shop,,,,,2019,ALL,2 Seasons,"Animation, Kids","Tom the Tow Truck, the famous truck of Car City, is also fond of painting ! Tom welcomes his truck friends into his brand new Paint Shop and transforms them into their favorite character. Tom The Tow Truck can paint anything that comes from his friends' imagination. Welcome to Tom's Paint Shop !"
s301,amazon,TV Show,Tom Walker: Very Very,,Tom Walker,,,2020,16+,1 Season,"Comedy, Talk Show and Variety","A love letter to mime (and to a coat) written by award-winning idiot Tom Walker, who keeps talking during what he insists is a mime show."
